height,miner_address,reward_bina,total_mined_bina,timestamp_unix
41,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,2050,1783169486
42,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,2100,1783169496
43,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,2150,1783169502
44,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,2200,1783169508
45,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,2250,1783169513
46,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,2300,1783169514
47,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,2350,1783169545
48,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,2400,1783169555
49,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,2450,1783169560
50,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,2500,1783169560
51,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,2550,1783169567
52,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,2600,1783169569
53,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,2650,1783169590
54,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,2700,1783169601
55,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,2750,1783169615
56,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,2800,1783169621
57,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,2850,1783169623
58,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,2900,1783169628
59,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,2950,1783169642
60,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,3000,1783169658
61,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,3050,1783169665
62,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,3100,1783169685
63,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,3150,1783169688
64,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,3200,1783169701
65,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,3250,1783169703
66,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,3300,1783169724
67,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,3350,1783169725
68,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,3400,1783169729
69,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,3450,1783169732
70,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,3500,1783169733
71,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,3550,1783169736
72,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,3600,1783169741
73,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,3650,1783169742
74,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,3700,1783169747
75,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,3750,1783169748
76,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,3800,1783169773
77,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,3850,1783169778
78,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,3900,1783169806
79,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,3950,1783169822
80,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,4000,1783169835
81,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,4050,1783169838
82,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,4100,1783169841
83,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,4150,1783169851
84,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,4200,1783169853
85,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,4250,1783169863
86,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,4300,1783169865
87,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,4350,1783169885
88,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,4400,1783169890
89,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,4450,1783169911
90,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,4500,1783169912
91,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,4550,1783169942
92,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,4600,1783169949
93,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,4650,1783169956
94,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,4700,1783169962
95,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,4750,1783169995
96,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,4800,1783169999
97,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,4850,1783170007
98,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,4900,1783170012
99,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,4950,1783170015
100,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,5000,1783170019
101,3054ac8bc5c9b358e270e17183851201d0bc6b69,50,5050,1783170021
